id,true_error,text,meta.Binary,true_label,given_label
1255,0,"Unless nested list doesn't have the elements, this will work.  Are you looking for something that doesn't error out when the index doesn't exist?",0,14.0,17.0
1256,0,What exactly want you to install the mysql server? Can you give the commands you entered + the output?,-1,9.0,13.0
1257,0,What if you added a button to the results page to go back to the form?  Or wouldn't that overcome the users' urge to use the 'back' button?,1,17.0,21.0
1258,0,Seems like a very odd design for web applications. Would you mind to explain why MVCC does not work for you?,-1,13.0,5.0
1259,0,Your file logic looks fine. What's happening in the `<snip>` between opening and closing?,1,17.0,13.0
1260,0,"So there's exactly one line in both files per chromosome number, and you want to compare only lines with the same chromosome number? And do the files contain the same keys?",1,16.0,13.0
1261,0,why was I down voted for this? Is it not a valid question?,0,13.0,9.0
1262,0,"This question basically tells me nothing about what the actual problem is. Also, what's a ""pathway""?",-1,9.0,15.0
1263,0,`for k in **kwargs:`? can you paste the actual code you are using?,0,14.0,17.0
1264,0,"S.Lott: I wasn't aware that this is desired behaviour and not, simply, default behaviour.

Again, why would this ""feature"" make a developer's life easier and not harder?",0,13.0,20.0
1265,0,That's correct behavior.  What don't you like about it?,-1,9.0,15.0
1266,0,"Is the ssh_expect function something you have made yourself? What does it do, exactly?",0,17.0,11.0
1267,0,miles per hour? really?,-1,5.0,10.0
1268,0,"Not sure what you are referring to when you say you need an SQL query builder for ""Python"". Do you mean to say you need an ORM like SQLAlchemy (http://www.sqlalchemy.org/) to connect with databases without having to write SQL statements yourself?",1,17.0,13.0
1269,0,Hmmm... it works!! Any reasonable explanation to why??,1,17.0,11.0
1270,0,"But since it's a scatter plot, what would the color bar indicate? Should it correspond to the size of each point, `s`, or the color of each point, `c`?",0,17.0,13.0
1271,0,yes it is python 3.x.  what happened to raw_input in python 3?,0,17.0,21.0
1272,0,"Yeah, why do you have multiple HTML files in one file in the first place? Wouldn't it be easier to remedy that?",-1,10.0,15.0
1273,0,"It's weird that this doesn't work on Python 3.1, could you share more about your directory structure and module organization? In which directory is `weatherScript.py` located, what is your `sys.path` (or at least the part of it that corresponds to `weatherData/socket.py`)?",1,17.0,25.0
1274,0,"I have, see comment in original thread. Maybe there's a configuration option for it, or some way to set up a ""dummy target"" for nose?",0,15.0,13.0
1275,0,You can't imagine any circumstance in which you would need a simple front end to enter information into your db? Really?,-1,5.0,1.0
1276,0,"""issues""?  What issues?",-1,9.0,5.0
1277,0,"For those times when the understanding gained comes to use.

Since this question came up - do we have figures on which is faster and by *how much* ?",1,16.0,14.0
1278,0,What GUI framework? What OS?,-1,11.0,15.0
1279,0,"There's a comment saying ""special case to return to 2"" associated with  the following code `if count == 2 and pattern[count] == 1`. What's so special about that case?",-1,12.0,9.0
1280,0,somthing missing in your question! what forms you want to turn to?,-1,9.0,17.0
1281,0,What if it doesn't solve my problem? Do people take it personally?,0,13.0,18.0
1282,1,What's all the .strip() doing in the parsing rules? Shouln't your lexer take care of removing trailing whitespace?,-1,9.0,21.0
1283,0,The only 2gb executables I know about contain archives themselves. Could you extract or partially extract the executable before packaging it?,1,18.0,21.0
1284,0,"You said ""Error while trying to..."". What was the exact error?",1,16.0,21.0
1285,0,It's my understanding that it is not possible to change a file's ctime without royally screwing everything else up. Why do you need this behavior?,-1,8.0,17.0
1286,1,"Not what's commonly observed -- on the contrary an often heard complaint is that `print` statements from various threads get all mixed up.  What platform, OS and version, Python version, etc?",1,13.0,23.0
1287,0,"it works for me, i get ~100kB html data using the original example. btw, what do you mean by *whole website* ?",0,15.0,21.0
1288,0,So... you want to implement an exclusive decision tree without using if/elif? Why???,-1,8.0,3.0
1289,0,"Good question! What formula did you attempt, and in what situations was it wrong?",1,16.0,23.0
1290,0,"What is the context that `initialize` is called?  It claims to be the ""Starting point for the program"" -- is a call made from `__main__` that returns the return code of this function?",1,17.0,12.0
1291,0,"Have you tried to run it without the `sys.stdout.flush()` under the loop? If so, what was the result?",0,15.0,21.0
1292,0,"Out of interest, why?  What do you use this for?",-1,13.0,6.0
1293,0,Would you please clarify who you are referring to? Is this a follow up of a similar question?,1,17.0,25.0
1294,0,"OS?  OpenGL implementation vendor?  Can you post a complete, minimal program that demonstrates the problem?",1,16.0,21.0
1295,0,Does the command lines work when ran from python manage.py shell? Does the pb occur when the site is served with python manage.py runserver?,0,13.0,19.0
1296,0,Show some code. And are you sure that the file actually contains linebreaks and it's not your terminal or whatever you use to view it?,0,12.0,5.0
1297,0,"-1: A bad question.  The real question is ""how do I concatenate file names?""",-1,12.0,20.0
1298,0,"Ok, but can django and html5 coexist? isn't django serving html4?",0,13.0,19.0
1299,0,@ennuikiller - really? What mode is it opened in?,0,13.0,18.0
1300,0,"What's your question? Do you want to parse the entire record, understand the format of RRULE lines, something else?",-1,13.0,19.0
1301,0,"Since no third-party app knows about any other, what possible touch-up of ""reverse"" are you doing?  Is this something that's better done with a TemplateContext?",1,18.0,13.0
1302,0,"If you use ctypes to call into a C DLL, it will release the GIL automatically.  Did you look into using ctypes?",0,13.0,19.0
1303,0,which instances of figure did you change (i.e. which lines)?,0,13.0,21.0
1304,0,Not at all clear what you want to do. What is the full expected output?,-1,9.0,4.0
1305,0,"@hop: i didn't know about the fallback, thanks for reference. I think you meant RFC 2821?",1,16.0,25.0
1306,0,Distribution of Linux? Python Version?,0,13.0,12.0
1307,0,"But that's just the same as `where user_id = 6 and food_id=2 and type=6` - ie matching all three criteria, so that no rows from your example will match. Are you sure that's what you meant?",0,13.0,20.0
1308,0,You could serialize Python objects to files and then load them. The problem is that model is too large?,1,19.0,16.0
1309,0,"Hot d*mn, this is more complicated than I thought at first. Week 1 is the week that contains the calendar year's first *Thursday*!?!",-1,13.0,8.0
1310,0,What is this parser for? Can you elaborate on the complexity of the text/code you're parsing?,0,13.0,17.0
1311,0,convert it to float?  Catch the error and report to the user?,0,20.0,11.0
1312,0,@delnan: thank you. Do these work under `Ubuntu`?,1,20.0,25.0
1313,0,"By ""doesn't work"" do you mean that you left off the `self.` that would make the various values part of the object?  Can you provide any error message or traceback?",0,13.0,10.0
1314,0,Are you running the command as a super user? (sudo python setup.py install)?,0,17.0,13.0
1315,0,"Oh ok- i know exchanges LOVE multicast. Anyway, are you trying to get a second machine to process the data for redundancy or for more throughput?",1,14.0,5.0
1316,0,You need to look SciPy for Ironpython - See http://pytools.codeplex.com/  for more information.  And why is res not a Zero matrix to begin like new_matrix is in mult?,0,13.0,5.0
1317,0,"Well, solution non-withstanding, the news-story you linked to was great read. Some people, huh? :)",1,18.0,23.0
1318,0,"""with a vary of 0 or 1"" doesn't really parse into something comprehensible. Rephrase?",-1,13.0,9.0
1319,0,why doesn't `str(b)` work for you? What is the error message?,0,14.0,9.0
1320,0,"I don't get it. How can you want to find the ""highest value"" while at the same time not caring how a comparison is done?",-1,11.0,19.0
1321,0,"`m= d[:,0:5] ` should return exactly first five columns of an array. what do you get instead?",0,15.0,13.0
1322,0,Very weird indeed. Are there two newlines after each pubDate?,1,15.0,10.0
1323,0,"An error I can see is that you have defined a field called author and set a field called user. 
Is the posted code what you actually ran?",0,16.0,13.0
1324,1,"""while function""?  Do you mean ""while statement""?",0,13.0,25.0
1325,0,No reason what so ever. But what storage backend should I use that fits the bill?,0,13.0,17.0
1326,0,"Does this second batch stay in the Task Queue forever? What does the ETA column say, are all the tasks in the second batch overdue?",0,13.0,20.0
1327,0,"You're not ""removing"" duplicates -- you're merging them.  Right?",-1,13.0,21.0
1328,0,"You mean sample data, such as for testing? Or fuzzing?",0,14.0,9.0
1329,0,"Sorry, I thought I had. It's a simple game, ""Guess My Number - The computer picks a random number between 1 and 100> The player tries to guess it and the computer lets the player know if the guess is too high, too low or right on the money"" Forgive me, I'm new here, should I have explained further?",1,20.0,13.0
1330,0,I remember the original question asking about a solution in Python.  Am I going insane?,0,13.0,19.0
1331,0,Try to add an `import pycuda` line at the top of your script. Does it help?,1,17.0,17.0
1332,0,Do you have quick/easy access to a database?  Are you familliar with databases?,0,13.0,18.0
1333,0,Why is it necessary for there to be no data there? Is it because you think it's faster that way?,0,13.0,18.0
1334,0,This does not look like Python... what exactly do you want? parse C++ code with a Python program?,-1,10.0,17.0
1335,0,"Maybe better suited for SO, perhaps? At any rate what have you tried so far?",0,13.0,9.0
1336,0,Mo being megabytes (MB)? Or is this some new memory size unit?,0,16.0,21.0
1337,0,I don't thing there's ready made solution to that. Maybe some machine learning algorithms?,0,17.0,21.0
1338,0,"Your function doesn't actually *return* anything. When you say ""it just returns the matrix"", what do you mean?",0,13.0,21.0
1339,0,Try using 'localhost' as your address. Does it work?,1,13.0,21.0
1340,0,Which window do you mean? The one that currently has focus on the desktop?,0,13.0,19.0
1341,0,Sure it's possible. Do you have any prior experience in Python?,1,16.0,12.0
1342,0,Does pyUIQ by any chance let you integrate it into your UIQ3 SDK so you could try your python code on the emulator? Any error there?,0,15.0,18.0
1343,0,"No, it is not needed. You know a penalty box was made for the kind of behavior you're exhibiting right now?",-1,10.0,1.0
1344,0,You have a web service for multiplying numbers? What for?,-1,10.0,13.0
1345,0,"I'm slightly unknowledgeable about CGI, seeing as it is stoneage technology I haven't used for almost 10 years, but.... Isn't that how CGI works? Like, per definition?",0,13.0,19.0
1346,0,"I find it strange that you call datetime.now() 3 times, but get different results (look in the query - one of the times is 00:00:00 and the other 2 are not). maybe you should assign the results of datetime.now() to some variable and pass that to the filters?",-1,12.0,16.0
1347,0,"Do you simply want to turn single characters into a list, or do you want to tokenize the input, i.e. turn `57+23` into `[""57"", ""+"", ""23""]`?",0,13.0,9.0
1348,0,Agreed. Can you tell at a higher level what you're trying to do?,0,13.0,5.0
1349,0,"Looking over your pastebin code, actually, this seems like a problem: `UnHit = [CoordList[0]]`. Should the `0` be a `:`?",0,17.0,9.0
1350,0,What's wrong with PowerShell?  http://technet.microsoft.com/en-us/scriptcenter/powershell.aspx  Why aren't you using this?,-1,9.0,5.0
1351,1,Why have you cut out the interesting bit from the Apache confs? Where's the `ServerName`/`ServerAlias` stuff?,-1,13.0,1.0
1352,0,"Then it is indeed very strange why this should be influenced by changes to the Cygwin installation, they should be entirely unrelated. Have you added Cygwin's bin folder to cmd's %PATH% setting?",0,13.0,21.0
1353,0,"Also: Do you realize that variables created in class scope (in your code, every assignment above `#-----...`) are *class variables*, i.e. shared among instances, and not instance variables (`self....`)?",1,17.0,10.0
1354,0,"perhaps a stupid question, but you don't have some bogus character in your .py file after ""unittest""? Does it work from idle or when just starting pyton and typing ""import unittest""?",0,13.0,19.0
1355,0,What happens if you `print somefile.readline()` -- do you get the cruft? How about if you open the files in Notepad?,0,14.0,21.0
1356,0,"argmax on what? A function, a dictionary?",0,13.0,17.0
1357,0,"Assume each string in Python has 30 bytes of overhead. If you multiply 30 bytes by the number of fields per record and the number of records (30M) and add in 1.5GB, what do you get?",0,13.0,21.0
1358,0,"What is a `peek()` method? What is it you want, exactly?",-1,11.0,4.0
1359,0,pass from where? what's your desired use-case?,-1,13.0,5.0
1360,0,"I am using the 3.x Python version.  I figured that since I am new to the language, I should try to learn the newest version - is that faulty logic?",1,17.0,20.0
1361,0,"I'm not sure what you're asking. Can you explain what you mean by ""cache `client`""?",1,16.0,13.0
1362,0,How do you know it doesn't work? What if you use an absolute path instead of a relative one?,-1,12.0,17.0
1363,0,Can you clarify? What's the list supposed to contain?,1,18.0,21.0
1364,0,You really should give us more information. How does the user create an account for example?,-1,11.0,14.0
1365,0,shouldn't it be `f` and `f+4`...Could you confirm? why the `4`?,0,13.0,19.0
1366,0,It looks like its not processing the imports in the WSDL. Have you confirmed suds works with external imports?,1,17.0,13.0
1367,0,"I'm actually a total novice, I had no clue. How are you supposed to put it in, and why is the way I'm doing it bad?",0,17.0,8.0
1368,0,Which math library are you trying to use? What exactly is going wrong?,0,16.0,21.0
1369,0,What have you done? At least written the code for tree?,0,15.0,18.0
1370,0,"You seem to have missed the whole point of templates, there. Why create the text manually using concatentation and then ""rendering"" something that contains no template syntax, rather than actually using a template file with proper template logic that can do all that for you?",-1,7.0,13.0
1371,0,"Hi, could you provide a bit more detailed explanation with your code?  The part ""i need a certain area of the screen to be drawn in my app"" I understood, but you could at least try to explain a bit the code you posted and give a small working example?",1,20.0,16.0
1372,0,That's what groups are for.  http://docs.djangoproject.com/en/1.3/topics/auth/#groups Why aren't you using groups?,-1,9.0,5.0
1373,0,@Kavya: It should be `twisted` not `twistd`. Can you show the code that is throwing this error?,0,17.0,12.0
1374,0,"Windows, Python 2.6, Cython 0.14, Gcc 4.5.1. Could you post your 2d code?",1,17.0,20.0
1375,0,"Is it acceptable to call it like `f2(func, *args, **kwargs)`, which in your case would be `f2(f1, 2, 2)`? Is this some kind of testing framework?",1,13.0,21.0
1376,0,By `50.0000` did you mean 50000? 500000?,0,13.0,17.0
1377,0,what do you mean by specific dict? one dict for each size or one dict total?,0,13.0,19.0
1378,0,I would open a separate question about the vectorization.  Have you tried just using yindex (removing the [y] and the while loop)?,1,17.0,23.0
1379,0,"The instructions you linked mention using Visual C++ Express, yet your output tells that distutils tries to use gcc.  What are you actually using?",-1,11.0,5.0
1380,0,Do you want a `list` where all of the values have a key in the `dict` greater-than-or-equal-to 6? Or do you want a `dict` where the there are no keys lower than 6?,0,13.0,17.0
1381,0,"I don't know of any such filter, but it shouldn't be all that hard to write. You want the showing of more information to be done with JavaScript, right?",-1,13.0,5.0
1382,0,"@Andrew Bolster: ""listofthings in the actual implementation is coming from the parent"".  Why can't you make this `thing` method a part of the parent and simplify this design?",-1,9.0,1.0
1383,0,I'm not seeing a reason why it should be much slower then the 9 seconds. Can you provide a sample of the file you are reading?,1,17.0,9.0
1384,0,"Do you ever see `""Your PotatoHead varibles have been successfully created!""` get printed?",0,13.0,21.0
1385,0,Why do you need to store the whole graph in memory? Can't you serialize it to the datastore in a fashion that makes querying it practical?,-1,11.0,9.0
1386,0,@Tyler Eaves How can this be done? What tools do you use?,0,13.0,19.0
1387,0,"Yeah, and why don't it try to convert 'abc' to int and add to 1? Apples + Bananas gives you what?",-1,9.0,5.0
1388,0,When you say line do you mean character? For the given input what is your desired output?,1,17.0,19.0
1389,0,Any particular part? Or do you want us to read the documentation to you?,-1,13.0,7.0
1390,0,there is no good way to do this in general. Are there any conditions that you can give?,1,17.0,13.0
1391,0,What shell? bash?,0,14.0,13.0
1392,0,"zc.buildout does something like this, although I wouldn't want to try reading its source code.

Have you tried asking on the distutils-sig mailing list?",1,16.0,13.0
1393,0,You need to add more code then. Can you post your main loop where you do the drawing?,1,17.0,15.0
1394,0,"In numpy, your array is 2 x 5, isn't it? And am I understanding that you want to extract a column slice as a column matrix, rather than a vector?",1,16.0,21.0
1395,0,The second one looks right to me. What goes wrong with it?,0,13.0,17.0
1396,0,The classes are still not indented properly. Can you post the fixed code so people would see what trouble you're having?,1,15.0,17.0
1397,0,"Is assuming op(b,a) > op(c,a) for all b > c also allowed? (Is op(a,b) = op(b,a) like for add&mul?)",0,13.0,9.0
1398,0,"You're welcome. And now, could you give a more detailed description of the problem?",1,21.0,17.0
1399,0,Where are you sorting `dateArray`? Or you aren't doing it right now?,-1,10.0,13.0
1400,0,"Not exactly - I did some messing around and implemented a solution using NSMatrix, as per Apple's (very old) Core Recipes code sample. Edit: I note that your comment is rather old - did you resolve the issue?",1,16.0,9.0
1401,0,"Are you the same user as http://stackoverflow.com/users/872302/user872302? If not, could you explain briefly why you have the same IP address and is posting similar questions?",0,15.0,6.0
1402,1,Might i also add that enabling iPad features in an iPhone app target seems silly. Why don't you do it properly and make the iPhone app a universal binary (iPad+iPhone) ?,-1,7.0,18.0
1403,0,Nope. Do I need to start one?,-1,12.0,9.0
1404,0,"And as I've said already, look at how Apple do it. Have you looked at how CoreDataBooks works?",-1,9.0,1.0
1405,0,I do not understand. Do you like to show your view inside a UIScrollView (so it can go down or up together) or you like to set the frame when you rotate your device?,0,13.0,18.0
1406,0,"I am curious why this is an interesting question.  Why would you care, as long as it's not leaky?",-1,9.0,15.0
1407,1,Anyone please? A response?,0,17.0,1.0
1408,0,"What do you mean by ""view""? Do you mean how can you tell if the mouse is over the table view or if it's over a row/column/cell in the table view?",0,14.0,17.0
1409,0,is it accessory to call only delegate method on button click ? or some how to call it ?,-1,13.0,10.0
1410,0,Do you want your `visiblePhotos` to scroll off the edge or wrap around or what? Where is the `visiblePhotos` array created?,0,14.0,5.0
1411,1,"In this case, posting the code that causes the error, and just the exception _without_ the full trace would probably be more helpful. The error message says that you're passing a `nil` argument to `-[NSURL initFileURLWithPath:]`; have you looked into that?",0,13.0,25.0
1412,0,How can I determine that it is corrupted? What are possible causes of corruption?,0,13.0,21.0
1413,0,The code you show should work fine and not overwrite anything. Why do you suspect it is not working?,0,14.0,21.0
1414,0,"This isn't that hard to do, but it will depend on how you set up the cell. Can you show us the code where you create the cell, labels and buttons?",0,15.0,13.0
1415,0,@Kerrek SB : What do you think about when talking about a formatted output ? stringWithFormat does not do the job ?,0,13.0,16.0
1416,0,"Do you know anything about the contents of the strings?  Are they ASCII, for example?",1,17.0,19.0
1417,0,Those files are inaccessible by users with non-jailbroken iPhone/iPads. Do you say you want to guard against users with jailbroken iPhone/iPads?,0,13.0,9.0
1418,0,Is it at y=0? Did you setAutoResizingMask to UIViewAutoResizingMaskFlexibleBottomMargin?,0,13.0,21.0
1419,0,What platform are you coding for? iPhone/iPad or Mac in general?,1,17.0,13.0
1420,1,"@Nick i have already tried calling `[self parseXMLFileAtURL:path]; `instead of viewWillAppear, the result is the same.  
I'm not sure i understand your last comment, could you please explain it a bit more?",0,13.0,24.0
1421,0,"It seems if I change @property (nonatomic, copy) NSMutableArray *blockViews, to retain, the error goes away. but why?",1,17.0,13.0
1422,0,"What is the actual question: how to build ConnectionKit as a framework, how to use/link an arbitrary framework to a project in Xcode (which version?), or both?",-1,9.0,17.0
1423,0,"Yea, all of the coordinates are unique and in the correct order. So I am right in assuming this is not supposed to be happening?",0,15.0,10.0
1424,0,Sounds like a framework bug. Could you upload a minimal .xcproj so I can see what's going on?,1,17.0,25.0
1425,0,Why are you holding this as a string? Can't you convert them to a dictionary?,-1,12.0,15.0
1426,0,"Ok, this a long-shot, just a crazy idea, and I haven't tried it myself, so I won't submit it as an answer:  How about keeping the UIImageView stationary and moving the UIView around behind it?  You might then be able to use transforms to translate or scale your UIView, and transform the scrollview at the same time?",1,17.0,10.0
1427,0,What type of values is in the array? NSSting/NSObject/int/double?,0,16.0,9.0
1428,0,"Does your application use garbage collection? If so, are you keeping strong references to the view controllers?",0,13.0,17.0
1429,0,"Thanks Dave.  As long as I reference your project on my site, thats ok right?",1,21.0,23.0
1430,0,can you give a little more detail. Maybe paste the exact error message?,0,14.0,8.0
1431,0,It's kind of hard to understand what you are asking. Maybe you could clarify it a little bit?,1,18.0,14.0
1432,1,You might want to add more context to the question (although it's been fairly well answered below :-) I.e. why do you want to do this?,1,20.0,5.0
1433,0,It's being referenced in project.pbxproj. Did you rename the executable as well?,0,13.0,21.0
1434,0,That's odd that only certain notifications fire.  How are you setting up the observers?,1,15.0,18.0
1435,0,"@Deepak ""key path""? What's that?",0,16.0,11.0
1436,0,what is MainView a subclass of? Is it a view or a viewController?,0,16.0,13.0
1437,0,I have not. What is it and how do I use it?,-1,13.0,9.0
1438,0,Please clarify your question a bit. Are you just asking how to invoke an instance's methods?,1,16.0,21.0
1439,0,Have you checked for release ? Are you releasing the providerData anywhere ?,0,13.0,17.0
1440,0,It looks as though the value of the `name` property is getting hosed in your `Subject` class. Is the value retained properly?,0,15.0,13.0
1441,0,Have you copied your code here (good) or retyped it (not good)? Is the error on the line where newIndex is declared/assigned to?,0,14.0,21.0
1442,0,"very similar question: http://stackoverflow.com/questions/1083017/iphone-socket-program

Have you tried searching with google or something?",-1,12.0,5.0
1443,0,"Do the stream auto-close when it is deallocated? If not, does it affect the battery life?",0,13.0,16.0
1444,0,The way you were doing it at first looks right. Can you post the exact text of the error message you get?,1,17.0,21.0
1445,1,"@bbum - I'm not using isKindOfClass in the code above. Would you care to share the ""easy way""?",0,17.0,5.0
1446,0,It's unclear exactly what you want. Are you trying to rearrange the format string?,0,13.0,21.0
1447,0,"Even with big arrays, loops should not take much time. What's taking time I guess is comparing objects... Could you be more specific?",0,12.0,10.0
1448,0,iPhone 3.3? Do you work for Apple or something?,-1,5.0,13.0
1449,0,`UITextField` and `UILabel` are not the same thing. Which do you have?,0,13.0,21.0
1450,0,"Please elaborate on what you mean by ""calling directly"" and ""from another class"". Which object is making this call in the first case?",1,18.0,9.0
1451,0,"I see you figured out how to ask questions.  Why not earn a badge and go back and delete your ""non-answer"" to the TAOCP question?",-1,10.0,1.0
1452,1,"i think you should just use what you usually do, avoid getting into stuff that you can't get to work. better to just keep it simple, ya know?",0,17.0,5.0
1453,0,Short answer is yes. Did you want to know something more specific?,-1,12.0,17.0
1454,0,"hi zaky, i m using xcode 4 tat rename button doesnt exist anymore...
hi vakio, yes i can see ""SimpleScrollView"" still in the pbxproj, wat do u mean by ""rename the executable""?",-1,10.0,17.0
1455,0,I just tried using your code verbatim and it's working correctly for me (label is correctly centered in view). Perhaps something else is interfering with it?,1,14.0,21.0
1456,0,"is it NSLog(@""%@"",self.data); i thought you said self.data was an array? maybe try fast enumeration?",0,13.0,19.0
1457,0,"can you build the string with these bind variables explicitly mentioned?

i.e to construct the string by concatenating the string with both constant strings and the variables?",1,15.0,17.0
1458,0,In what way does it fail? i.e. what happens differently in your program between the first method and the second one?,1,17.0,21.0
1459,0,"Yeah i have tried the guides but cant seem to find any way to load multiple .xib files. I'm using an array to load in the number of rows and textLable.text for each row, so can u use that array to load in the different nib names into initWithNibName?",0,13.0,17.0
1460,0,"You are saying that the ""minimize control"" was missing. Which device are you trying that on - and which iOS version is installed?",0,13.0,17.0
1461,0,I'd like to support iOS 3.0 because it's the project's requirement. Can you help?,1,18.0,21.0
1462,0,"How do you know the i386 machine is i386 only? Also, why not a universal build?",-1,9.0,15.0
1463,0,Did you try both solutions suggested in the thread you linked to? Did they not work for some reason?,-1,13.0,9.0
1464,0,"@Archana: Do you mean http://code.google.com/p/zxing/? What exactly did you download, and what code are you using?",0,12.0,17.0
1465,0,Can you clarify what you're trying to do?  Are you just trying to replace one view with another?,0,13.0,20.0
1466,0,What results do you get? Does the debug console tell you something?,0,14.0,17.0
1467,0,Can you let us know what error you got or in what way its failing to load. Also can you copy&paste a NSLog output of the full URL String for both the | and the %7C version of the string?,1,17.0,20.0
1468,0,Any infos why it exists? Have you checked the logs?,0,19.0,14.0
1469,0,It does seem a bit weird. You weren't doing it on a secondary thread by any chance?,1,17.0,13.0
1470,0,"To clarify - the retain count is 1 after initWithNibName and 4 after pushViewController...

Any ideas?",1,18.0,13.0
1471,0,I don't see anything strange in the log you posted. What do you expect `NSTokenField` to do???,-1,5.0,13.0
1472,0,"sorry guys, i actually don't really know what acceptance that you guys mentioned. Can you guys explain please?",1,20.0,16.0
1473,0,"It seems that you are adding the text view outside of the bounds of the view controller. Have you tried setting your custom text view frame to something like (0, 0, 321, 176) to see if it appears?",1,17.0,13.0
1474,0,"hmm alright, but will this save the data when the user leaves the view?? Becuase if they add a cell after the view loads, then wouldnt it not save the new cells?",0,12.0,5.0
1475,0,@fatih You don't happen to have a demo/example project you could share? To see which files need to be added and how to call the functions?,1,17.0,13.0
1476,0,"Could you post some of the relevant code? It would make it easier to figure out what is going on... Also, what do you mean by ""the Map""?",1,17.0,11.0
1477,0,It didn't crash for me.  What errors are you getting when it crashes?,1,17.0,25.0
1478,0,"I don't understand at all. What is ""link a certain image in my project to a certain page""?",0,13.0,17.0
1479,0,"What do you mean by ""leaking"" ? Allocating memory and never deallocating it ?",0,15.0,9.0
1480,0,@Nikolay O. : Thanks for your input. What exactly unbrekable space character means?,1,19.0,13.0
1481,0,Have you set up venue and name as properties correctly? i.e. written KVC compliant accessors or used @property and @synthesize?,1,17.0,14.0
1482,0,How are you setting the label text? Can you paste the code snippet in the problem?,1,13.0,17.0
1483,0,So what is the final verdict?  What would be the best technology to use in my case?,1,16.0,13.0
1484,0,"Can you expand upon ""my app screws up?"".  What are you able to observe is happening?",0,16.0,7.0
1485,0,"return cell;
    [tableView deselectRowAtIndexPath:indexPath animated:YES]; why you have code for deselecting row after returning cell??",-1,9.0,13.0
1486,0,no.. there is no viewForSection method. What images are you referring to?,-1,11.0,5.0
1487,0,Target platform is OS X. @Bavarious What alternatives?,-1,13.0,5.0
1488,0,"At least I am quite sure I need to keep my sourcecode available to anyone if I use the GPL library, and according to the discussions here http://stackoverflow.com/questions/4577044/complying-with-the-gpl-in-an-iphone-app - we cannot distribute any GPL application on the Apple App Store too. So it seems that the GPL license is really quite troublesome and I hope there are other options?",0,13.0,18.0
1489,0,"Another idea, looks like you are using `MBProgressHUD`, I guess your code is triggered from an animation callback, from memory, I think CoreData is not multi-threading safe. Try not to do this from `MBProgressHUD` or try using `performSelectorOnMainThread` maybe?",1,17.0,17.0
1490,1,I think part of your question is missing. Can you clarify?,0,15.0,4.0
1491,0,"When you say concatenate, do you mean overlay them (put them in the same place) or put them next to each other?  If you mean overlay, what do you want to happen when two pixels are at the same spot -- how do you want transparency to be handled?",1,17.0,22.0
1492,0,"What is ""this tab bar""? Can you provide a code sample or screenshot?",0,17.0,13.0
1493,0,"If your map is being loaded from a nib, did you remember to wire it up? Did you remember to set the delegate?",0,13.0,20.0
1494,0,"I'm starting to feel that the problem arises with interactionPointData, since this method does not own it.  Since I am pointing to it with model, will releasing model cause havoc upstream?",1,16.0,13.0
1495,0,"What is receiving the event, the button? What coordinate space do you want the click event's coordinate to be in, the window's, the button's, or some other view's?",0,13.0,17.0
1496,0,"I'm talking about UI design.  Should I use the MapKit framework; or, is there a third-party framework that you could recommend?",0,15.0,9.0
1497,0,That code looks good. What isn't it doing that you want it to?,1,19.0,21.0
1498,0,Why don't you want to use NSArray? What is it that you are trying to accomplish?,0,13.0,17.0
1499,1,It seems this could actually occur easily if the user copy-pasted the null character in. (Maybe the user got it from a website or Word doc?),0,17.0,7.0
1500,1,could you mark fluchtpunkts answer as accepted? so that people can see by one blink that your question is solved?,0,13.0,1.0
1501,0,UniversalIndentGUI is a front-end for many different formatting tools. Which one are you using?,0,15.0,19.0
1502,0,"Any ideas on how to create from scratch?? like what is required, ect?",1,15.0,20.0
1503,0,"What do you mean ""it just dies""?  What's the error?",-1,11.0,2.0
1504,0,ya but in upper left side of your xcode you specified simulator and debug? or device and debug?,0,13.0,10.0
1505,0,Right. Any idea where I plug in the OAuth2 stuff?,1,17.0,21.0
1506,0,"yes you are right I guess the problem is really whats happening around release, (I just wanted to ask if this is fine to do). Actually it's related to cocos2d before release I am making a CCAction and I have a CCSprite *sp, I am simply doing [sp runAction:anim]; while the animation is running I am releasing it, though nothing happens to the animation visually but is it right?",1,21.0,13.0
1507,0,What is exactly your problem? What does not work?,-1,12.0,9.0
1508,0,The assembly of a try/catch block indeed shows calls to objc_begin_catch and objc_end_catch. Have you tried looking through that to see how they are invoked?,0,13.0,18.0
1509,0,Did you find an answer to 2. of your list? The changing size of the label?,0,14.0,21.0
1510,0,Is `MPSection *section = [self.sections objectAtIndex:indexPath.row];` correct? or did you mean `MPSection *section = [self.sections objectAtIndex:indexPath.section]`;?,0,13.0,17.0
1511,0,"What about in this method: -(IBAction)saveNewCharacter:(id)sender , if you NSLog [[self newCharacter] firstName]  what do you see?? In other words is it correct when your are inside NewCharacterViewController ??",0,15.0,11.0
1512,0,"Can you restate the question? Do you want to display future events on the system calendar, or do you want to get the future events from the system calendar and display them somehow?",0,15.0,21.0
1513,0,"Just a note, the code snippet actually works so I am thinking that there is something inside my SomeObject (the full code and not the snippet) that is causing it to autorelease. Can an object autorelease itself without have been told to?",1,17.0,25.0
